의료기관명,소재지,전화번호,병상수,개설일자,구군,종별
강경남치과의원,울산광역시 남구 굴화4길 31 (무거동),052-247-7528,0,2004-01-16,남구,치과의원
금세치과의원,"울산광역시 북구 가재길 82 (천곡동, 리더스빌딩)",052-285-2835,0,2010-11-15,북구,치과의원
무거리틀원소아치과치과의원,"울산광역시 남구 북부순환도로 23, 3층 (무거동)",052-277-8200,0,2007-07-11,남구,치과의원
굿모닝문수치과의원,"울산광역시 남구 대학로 159, 2층 (무거동)",052-222-2875,0,2001-10-22,남구,치과의원
김종환치과의원,"울산광역시 남구 대학로 134, 4층 (무거동)",052-247-3575,0,1997-07-05,남구,치과의원
대영치과의원,"울산광역시 남구 돋질로 74, 3층 (달동)",052-258-2888,0,2005-06-23,남구,치과의원
희망을심는치과의원,"울산광역시 중구 유곡로 11, 3층 (태화동)",052-212-2879,0,2008-10-21,중구,치과의원
조은턱치과의원,"울산광역시 남구 삼산로 216, 4층 (달동)",052-716-1028,0,2016-08-04,남구,치과의원
섬세한사랑니치과의원,"울산광역시 남구 화합로 138, 7층 701호 (삼산동)",052-911-4822,0,2021-07-12,남구,치과의원
치카치카소아치과의원,"울산광역시 중구 번영로 470, MG중울산 5층 (반구동)",052-922-7878,0,2019-05-02,중구,치과의원
아이유치과교정과치과의원,"울산광역시 남구 삼산중로74번길 30-1, 4~6층 (삼산동)",052-966-2875,0,2019-07-19,남구,치과의원
강남치과의원,"울산광역시 울주군 언양읍 헌양길 84, 3층",052-262-2889,0,2003-06-23,울주군,치과의원
다시봄치과의원,"울산광역시 동구 대학길 43, 2층 (화정동)",052-922-2800,0,2020-11-27,동구,치과의원
스마일부부치과의원,"울산광역시 동구 대학길 71, 2층층 (화정동)",052-233-2830,0,2005-04-12,동구,치과의원
임종득치과의원,"울산광역시 동구 대학길 75, 3층 (화정동)",052-236-0358,0,1991-11-05,동구,치과의원
이건우치과의원,"울산광역시 울주군 범서읍 천상중앙길 86, 2층",052-242-0330,0,1998-07-03,울주군,치과의원
미래드림치과의원,"울산광역시 동구 방어진순환도로 985 (서부동, 현대패밀리상가)",052-235-7528,0,1990-05-18,동구,치과의원
신미치과의원,"울산광역시 울주군 범서읍 대리2길 39, 2층 (구영리,화진빌딩)",052-248-7080,0,2006-10-20,울주군,치과의원
유디치과의원,"울산광역시 남구 삼산로267번길 6-6, 2,3층 (삼산동)",052-260-6996,0,2010-10-06,남구,치과의원
온양치과의원,"울산광역시 울주군 온양읍 온양로 153, 4층 401호",052-237-2875,0,1996-04-10,울주군,치과의원
이상협치과의원,"울산광역시 남구 삼산로 257, 5층 (달동, 달동1367-9재1종근린생활시설(주)금양개발)",052-244-2875,0,2003-04-25,남구,치과의원
봉주르치과의원,"울산광역시 울주군 언양읍 읍성로 27, 2층",052-254-7528,0,2016-03-04,울주군,치과의원
SM치과의원,"울산광역시 남구 삼산로 136, 3층 (달동)",052-227-7528,0,2013-01-23,남구,치과의원
화이트듀치과의원,"울산광역시 남구 삼산로267번길 6-16, 5층 (삼산동)",052-221-8275,0,2008-11-03,남구,치과의원
서울치과의원,"울산광역시 남구 북부순환도로 13, 6층 (무거동, 보령메디칼)",052-249-2275,0,2009-02-03,남구,치과의원
바른치과의원,"울산광역시 남구 월평로 50, 2층 (신정동)",052-258-2750,0,2002-04-17,남구,치과의원
한사랑치과의원,울산광역시 남구 번영로 109 (달동),052-275-8636,0,1996-01-05,남구,치과의원
강동치과의원,"울산광역시 북구 산하중앙2로 290, 402호 (산하동, 아이스퀘어)",052-298-2804,0,1998-06-03,북구,치과의원
건민치과의원,"울산광역시 남구 신정로 31, 2층 (달동)",052-227-6990,0,2006-07-06,남구,치과의원
이사랑치과의원,"울산광역시 중구 북부순환도로 885, 2층 (서동)",052-294-5718,0,2001-05-14,중구,치과의원
연합치과의원,울산광역시 중구 염포로 17 (반구동),052-292-8297,0,1996-10-24,중구,치과의원
태화니즈연합치과의원,"울산광역시 중구 화진길 13-2, 201-2,3호 (태화동, 리버스위트상가)",052-248-2804,0,2007-11-30,중구,치과의원
진철호치과의원,"울산광역시 중구 북부순환도로 680, 5동 201호 (복산동, 새운파래스상가)",052-292-8835,0,1990-09-11,중구,치과의원
푸른하늘치과의원,"울산광역시 중구 번영로 576, 5층 (남외동)",052-281-6633,0,2007-06-08,중구,치과의원
뉴욕스마트치과의원,"울산광역시 울주군 온양읍 온양로 105, 6층",052-707-8275,0,2017-09-19,울주군,치과의원
뉴욕플란트치과의원,"울산광역시 울주군 언양읍 반구대로 826, 2층",052-700-2804,0,2017-02-06,울주군,치과의원
하나로치과의원,울산광역시 북구 매곡로 7 (신천동),052-296-2875,0,2009-01-02,북구,치과의원
이성규치과의원,울산광역시 북구 제내1길 2 (신천동),052-282-2879,0,2016-03-29,북구,치과의원
성원치과의원,"울산광역시 북구 염포로 187, 4층 (진장동)",052-293-1510,0,1995-12-08,북구,치과의원
큰뿌리치과의원,"울산광역시 남구 신정로 39, 4층 (달동)",052-228-2828,0,2017-04-19,남구,치과의원
이아름다운치과의원,"울산광역시 남구 대학로 126, 4층 (무거동)",052-222-2816,0,2003-08-18,남구,치과의원
전치과의원,"울산광역시 북구 가재길 86, 2층 (천곡동)",052-286-7582,0,2009-10-05,북구,치과의원
제이앤디(J&D)복이치과의원,"울산광역시 남구 북부순환도로 17, 1511~1512호 (무거동, 남운프라자)",052-246-2828,0,2016-01-04,남구,치과의원
선이아름다운치과의원,"울산광역시 남구 삼산중로74번길 6, 2층 (삼산동, 주상빌딩)",052-267-7077,0,1999-01-15,남구,치과의원
노성환치과의원,"울산광역시 남구 삼산로 15, 3층 (신정동)",052-267-5017,0,1989-04-20,남구,치과의원
박상영치과의원,"울산광역시 남구 수암로 230, 3층 (야음동)",052-273-4290,0,1991-09-05,남구,치과의원
태화치과의원,"울산광역시 중구 명륜로 42, 2층 (우정동)",052-211-2875,0,1990-06-21,중구,치과의원
편안한치과의원,"울산광역시 남구 삼산로 17, 3층 (신정동)",052-938-2875,0,2014-01-03,남구,치과의원
시카고치과의원,울산광역시 북구 화봉로 69 (화봉동),052-288-2875,0,2008-01-02,북구,치과의원
서울정다운치과의원,"울산광역시 중구 다운로 35-1, 1~2층 (다운동)",052-708-2828,0,2017-08-21,중구,치과의원
리더스윤치과의원,"울산광역시 동구 동해안로 4, 2층 (서부동)",052-234-7500,0,2006-07-05,동구,치과의원
스타치과의원,"울산광역시 동구 방어진순환도로 785, 5층 (전하동)",052-983-2275,0,2014-11-07,동구,치과의원
스마일플러스 치과의원,"울산광역시 중구 복산1동길 28, 4층 (복산동)",052-993-2875,0,2023-09-04,중구,치과의원
스마일플러스 치과의원,"울산광역시 중구 복산1동길 28, 4층 (복산동)",052-993-2875,0,2023-09-04,중구,치과의원
본치과의원,울산광역시 동구 진성14길 114 (전하동),052-233-2875,0,1998-05-18,동구,치과의원
변치과의원,울산광역시 동구 방어진순환도로 859 (전하동),052-234-2882,0,2009-10-30,동구,치과의원
굿모닝치과의원,울산광역시 동구 진성14길 128 (전하동),052-236-4875,0,2010-07-29,동구,치과의원
꽃바위치과의원,울산광역시 동구 화문로 64 (방어동),052-700-2879,0,2013-04-12,동구,치과의원
이앤이플란트치과의원,울산광역시 동구 방어진순환도로 574 (화정동),052-225-2875,0,2013-08-07,동구,치과의원
엠케이치과의원,"울산광역시 남구 삼산로 24, 프라자빌딩 4층 (신정동)",052-266-2121,0,2010-11-24,남구,치과의원
리더스치과의원,"울산광역시 남구 수암로 138, 타임스퀘어 6층 604, 605호 (야음동)",052-975-2875,0,2020-11-04,남구,치과의원
서울탑치과의원,"울산광역시 남구 삼산로 243, 5층 (달동)",052-911-2875,0,2011-03-23,남구,치과의원
유어스치과의원,"울산광역시 중구 명륜로 41, 3층 (태화동)",052-298-2080,0,2013-03-20,중구,치과의원
산정치과의원,"울산광역시 중구 백양로 26, 3층 (성안동)",052-211-2412,0,2004-09-09,중구,치과의원
최욱치과의원,"울산광역시 남구 중앙로 255-1, 2층 (신정동)",052-266-5737,0,1993-04-23,남구,치과의원
에덴가족치과의원,울산광역시 남구 대학로 124 (무거동),052-277-9072,0,2008-08-08,남구,치과의원
사랑이가득한치과의원,"울산광역시 남구 봉월로59번길 24, 2층 (신정동)",052-271-2882,0,2000-07-03,남구,치과의원
울산화이트치과의원,"울산광역시 남구 삼산로 283, 4층 (삼산동, 소망빌딩)",052-256-2875,0,2003-03-29,남구,치과의원
탑연세치과의원,"울산광역시 남구 봉월로 3, 2층 (신정동)",052-243-2279,0,2010-04-06,남구,치과의원
혁신치과의원,"울산광역시 중구 유곡로 29, 3층 (태화동)",052-246-0432,0,1990-09-11,중구,치과의원
사랑가치과의원,울산광역시 중구 화합로 412 (반구동),052-282-2875,0,2005-03-05,중구,치과의원
해마루치과의원,"울산광역시 북구 매곡1로 46, 203호 (매곡동, 대우프라자)",052-295-7528,0,2009-12-21,북구,치과의원
서울유니온치과의원,울산광역시 울주군 온양읍 연안3길 1,052-239-0522,0,1992-06-05,울주군,치과의원
닥터스치과의원,"울산광역시 중구 종가6길 21, 8층 (우정동)",052-212-8275,0,2018-09-21,중구,치과의원
울산플러스치과의원,"울산광역시 울주군 온산읍 덕신로 266, 3층",052-237-4889,0,2008-03-06,울주군,치과의원
학성연세치과의원,"울산광역시 중구 번영로 453, 5층 (복산동)",052-294-3566,0,1993-10-28,중구,치과의원
플러스치과의원,"울산광역시 중구 번영로 475, 4층 (복산동, 홈플러스)",052-292-2876,0,2003-04-25,중구,치과의원
하얀이치과의원,울산광역시 중구 번영로 577 (남외동),052-298-2878,0,1991-05-06,중구,치과의원
한치과의원,울산광역시 중구 곽남6길 25 (남외동),052-296-1266,0,1995-08-30,중구,치과의원
e튼튼치과의원,"울산광역시 울주군 온산읍 덕남로 5, 2층",052-237-2208,0,2019-02-25,울주군,치과의원
구영연세뷰치과의원,"울산광역시 울주군 범서읍 구영로 104, 2층",052-212-2875,0,2008-08-19,울주군,치과의원
서울수치과의원,"울산광역시 북구 호계로 281, 3층 (호계동)",052-285-2275,0,2011-11-08,북구,치과의원
심플치과의원,"울산광역시 남구 삼산로 247 (달동, 마마파파엔베이비빌딩)",052-716-1038,0,2017-03-06,남구,치과의원
현대문화치과의원,"울산광역시 북구 염포로 601, 현대자동차문화회관 (양정동)",052-288-6044,0,2001-03-21,북구,치과의원
세민치과의원,"울산광역시 중구 학성로 180, 2층 (학성동)",052-257-1070,0,2023-08-16,중구,치과의원
더젊어지는치과의원,"울산광역시 울주군 언양읍 동문길 65, 5층",052-274-1275,0,2018-12-11,울주군,치과의원
삼성치과의원,"울산광역시 울주군 언양읍 헌양길 12, 2층",052-263-2830,0,1999-06-30,울주군,치과의원
허치과의원,"울산광역시 동구 방어진순환도로 787, 2층 (전하동)",052-251-3456,0,1983-03-28,동구,치과의원
애플치과의원,울산광역시 울주군 범서읍 구영로 142,052-248-2882,0,2006-05-09,울주군,치과의원
노엘치과의원,울산광역시 울주군 온양읍 온양로 101,052-238-2875,0,2015-10-14,울주군,치과의원
울산바로치과의원,"울산광역시 남구 화합로 152, 3층 (삼산동)",052-998-2885,0,2019-09-11,남구,치과의원
경희자연치과의원,"울산광역시 남구 삼산로 272, 8층 (삼산동)",052-707-2882,0,2017-12-27,남구,치과의원
병영김치과의원,"울산광역시 중구 번영로 567, 2층 (남외동)",052-294-2875,0,1989-09-30,중구,치과의원
미플러스치과의원,"울산광역시 중구 태화로 184, 2층 (태화동)",052-245-7008,0,2006-07-18,중구,치과의원
보광치과의원,울산광역시 중구 번영로 566 (남외동),052-281-3700,0,1992-04-11,중구,치과의원
성모치과의원,울산광역시 울주군 온산읍 덕신로 267 (2층4호.3층),052-238-2895,0,2012-04-16,울주군,치과의원
서울미소치과의원,"울산광역시 동구 서부로 51, 지웰시티자이상가 2단지 B419호 (서부동)",052-201-7528,0,2007-05-02,동구,치과의원
그린플란트치과의원,"울산광역시 북구 호계로 345, 한주빌딩 3층 (신천동)",052-286-0757,0,2003-02-27,북구,치과의원
서민호치과의원,울산광역시 중구 번영로 573 (남외동),052-281-2828,0,1993-01-04,중구,치과의원
서동치과의원,울산광역시 중구 동천5길 12 (서동),052-297-4876,0,1996-05-06,중구,치과의원
성안치과의원,"울산광역시 중구 성안로 192, 3층 (성안동, 대형빌딩)",052-248-2875,0,2002-08-09,중구,치과의원
미서울치과의원,울산광역시 북구 매산로 15 (매곡동),052-246-2875,0,2018-01-29,북구,치과의원
화이트치과의원,"울산광역시 남구 옥현로 117, 4층 (무거동)",052-249-3040,0,2002-04-25,남구,치과의원
우리홈치과의원,"울산광역시 남구 수암로 148, 삼성테스코홈플러스 울산남구점 3층 (야음동)",052-988-2875,0,2020-12-08,남구,치과의원
델타치과의원,"울산광역시 남구 삼산로 274, 10층 (삼산동)",052-257-2860,0,2004-01-06,남구,치과의원
더바른치과교정과치과의원,"울산광역시 남구 삼산로267번길 8, 4층 (삼산동)",052-269-2885,0,2015-04-16,남구,치과의원
건강한 치과의원,"울산광역시 남구 문수로 406, 3층 (신정동, 농협중앙회울주군지부)",052-267-2275,0,2017-07-05,남구,치과의원
e-플랜트치과의원,"울산광역시 남구 삼산로108번길 4, 2~4층 (달동)",052-267-5882,0,2009-01-08,남구,치과의원
신정현대치과의원,울산광역시 남구 대암로 69 (야음동),052-261-0302,0,1997-10-15,남구,치과의원
올바른치과의원,"울산광역시 남구 삼산중로74번길 7, 3,4층 (삼산동)",052-269-3399,0,1990-05-09,남구,치과의원
밝은미소치과교정과치과의원,"울산광역시 남구 삼산중로 67, 5층 (달동, 송호빌딩)",052-257-2875,0,1997-06-16,남구,치과의원
새로운치과의원,"울산광역시 남구 문수로 396, 2층 (옥동, 대륙골프프라자)",052-266-2820,0,2000-12-04,남구,치과의원
웰츠치과의원,"울산광역시 남구 대학로 164, 203호 (무거동, 웰츠타워상가)",052-277-4639,0,1991-03-16,남구,치과의원
정성드림치과의원,"울산광역시 남구 수암로 134, 3층 (야음동)",052-275-0403,0,2006-10-24,남구,치과의원
훈치과의원,"울산광역시 남구 울밀로 2882, 2층 (무거동)",052-277-7561,0,1999-11-03,남구,치과의원
디지털365치과의원,울산광역시 남구 화합로 203 (삼산동),052-710-5020,0,2019-09-06,남구,치과의원
디에르치과의원,"울산광역시 남구 화합로 148, 4층 (삼산동)",052-261-9559,0,2008-07-14,남구,치과의원
따뜻한치과의원,"울산광역시 남구 중앙로 263, 4층 (신정동)",052-227-2825,0,2010-09-09,남구,치과의원
삼산앞선치과의원,"울산광역시 남구 삼산로 269, 3층 (삼산동)",052-268-2100,0,2002-04-16,남구,치과의원
미그린치과교정과치과의원,"울산광역시 남구 삼산로 274, 10층 (삼산동)",052-225-2828,0,2004-01-06,남구,치과의원
배광수치과의원,"울산광역시 남구 북부순환도로 29, 남운산호상가 (무거동)",052-249-4664,0,1995-04-26,남구,치과의원
소담치과의원,"울산광역시 남구 수암로 129, 2층 (야음동)",052-273-2804,0,2010-07-09,남구,치과의원
울산수치과의원,"울산광역시 남구 삼산로 14, 2층 (신정동)",052-256-2879,0,2006-01-16,남구,치과의원
이진걸치과의원,"울산광역시 남구 삼산로 25-1, 2층 (신정동)",052-276-3918,0,1993-09-20,남구,치과의원
이상환치과의원,울산광역시 남구 봉월로 4 (신정동),052-269-2344,0,1999-04-22,남구,치과의원
이튼치과의원,"울산광역시 남구 삼산로 232, 3층 (달동)",052-261-8543,0,2001-10-25,남구,치과의원
제일치과의원,"울산광역시 남구 삼산중로 84, 4층 (삼산동)",052-234-2875,0,1999-10-01,남구,치과의원
유디치과의원,"울산광역시 동구 방어진순환도로 651, 5층 (일산동, 세움베스트빌딩)",052-252-2211,0,2014-07-22,동구,치과의원
토토소아치과치과의원,"울산광역시 남구 삼산로 251, 2층 (달동)",052-211-1275,0,2013-03-27,남구,치과의원
서울고른이치과교정과치과의원,"울산광역시 남구 삼산로 270, 3층 (삼산동)",052-232-2804,0,2015-03-11,남구,치과의원
선린치과의원,울산광역시 남구 중앙로 296-1 (신정동),052-265-7520,0,1992-11-09,남구,치과의원
울산치과의원,"울산광역시 중구 학성로 120, 4층 (옥교동)",052-244-0964,0,1995-04-29,중구,치과의원
성심치과의원,울산광역시 중구 염포로 19 (남외동),052-294-2288,0,2006-01-31,중구,치과의원
뉴욕연합치과의원,"울산광역시 남구 삼산로 273, 7층 (삼산동, 삼산타워)",052-283-2875,0,2010-01-07,남구,치과의원
해누리치과의원,"울산광역시 남구 신복로72번길 28-6, 2층 (무거동)",052-222-4275,0,2009-07-23,남구,치과의원
로타리치과의원,"울산광역시 남구 대공원로 241, 2층 209호~210호 (신정동, 대공원코오롱파크폴리스)",052-275-1334,0,1985-04-30,남구,치과의원
채움치과의원,"울산광역시 북구 중산동로 25, 3층 (중산동)",052-286-2875,0,2021-05-12,북구,치과의원
정인치과의원,울산광역시 북구 아진로 106-2 (천곡동),052-286-6300,0,2001-10-18,북구,치과의원
준치과의원,울산광역시 북구 염포로 679 (염포동),052-287-2870,0,2004-06-25,북구,치과의원
턱편한세민치과의원,"울산광역시 남구 삼산로 274, 13층 1302호 (삼산동)",052-285-2875,0,2013-05-06,남구,치과의원
노벨치과의원,"울산광역시 중구 학성로 113, 2층 (옥교동)",052-243-2875,0,1996-11-05,중구,치과의원
미소치과의원,울산광역시 울주군 범서읍 천상중앙길 95,052-211-2806,0,2013-11-20,울주군,치과의원
이바른치과교정과치과의원,"울산광역시 북구 박상진13로 3, 3층 (송정동)",052-251-2875,0,2021-07-14,북구,치과의원
우가주치과의원,"울산광역시 남구 삼산로 175, 4,5,7층 (달동)",052-265-7548,0,2019-10-17,남구,치과의원
서울연합치과의원,"울산광역시 남구 수암로 121, 4층 (신정동)",052-272-2888,0,2008-12-03,남구,치과의원
바른마음365치과의원,"울산광역시 남구 삼산로 277, 5층 (삼산동)",052-256-3650,0,2023-05-08,남구,치과의원
조복래치과의원,"울산광역시 동구 명덕로 15, 201호 (서부동)",052-262-2875,0,2021-12-15,동구,치과의원
해담치과의원,"울산광역시 북구 호계매곡1로 31, 상가동 1층 103호 (매곡동, 드림인시티 에일린의뜰 1차)",052-700-2802,0,2022-01-04,북구,치과의원
희망찬치과의원,"울산광역시 북구 화산로 123, 5층 505호 (송정동)",052-918-2875,0,2022-01-04,북구,치과의원
신정치과의원,"울산광역시 남구 중앙로 210, 2층 (신정동)",052-272-9060,0,2001-02-17,남구,치과의원
이병우치과교정과치과의원,"울산광역시 남구 삼산로 26, 3층 301호 (신정동, 공업탑 하트랜드)",052-271-6817,0,1988-04-30,남구,치과의원
열린스타치과의원,"울산광역시 울주군 온양읍 남창2길 34, 5층",052-239-7575,0,2016-05-11,울주군,치과의원
우치과의원,"울산광역시 울주군 범서읍 천상중앙길 84, 2층",052-244-2830,0,2000-11-10,울주군,치과의원
허브치과의원,"울산광역시 중구 번영로 564, 5층 502호 (남외동)",052-281-2804,0,2012-06-08,중구,치과의원
류치과의원,"울산광역시 남구 번영로 115, 경남은행 달동지점 6층 (달동)",052-707-2828,0,2022-03-30,남구,치과의원
신종호치과의원,"울산광역시 남구 중앙로 243-1, 7층 (신정동)",052-266-2895,0,2013-02-20,남구,치과의원
이스타치과의원,"울산광역시 동구 방어진순환도로 1133, 3층 (서부동)",052-236-2833,0,2011-04-13,동구,치과의원
세브란스치과의원,울산광역시 남구 신정로 28-1 (달동),052-269-2875,0,1990-04-23,남구,치과의원
다온치과의원,"울산광역시 남구 삼산로253번길 7, 3층 (달동)",052-245-7575,0,1993-07-14,남구,치과의원
송정센트럴치과의원,"울산광역시 북구 화산로 119, 5층 (송정동)",052-710-5100,0,2022-08-09,북구,치과의원
바른임플치과의원,"울산광역시 북구 진장유통로 64, 4층 (진장동, 롯데마트)",052-288-7520,0,2001-06-29,북구,치과의원
새하나치과의원,"울산광역시 북구 박상진11로 1, 인터메디타워 5층 504호~505호호 (송정동)",052-249-1128,0,2010-04-20,북구,치과의원
미담치과의원,"울산광역시 남구 삼산로 258, 5층 (달동)",052-221-2553,0,2007-05-15,남구,치과의원
참치과의원,"울산광역시 남구 삼산로 287, 12,13층 (삼산동)",052-260-2879,0,2014-04-15,남구,치과의원
런던의오후치과의원,"울산광역시 남구 문수로 482, 201호, 204호 (신정동, 대공원 코아루 파크베르)",052-912-2828,0,2022-07-29,남구,치과의원
아이비기독치과의원,울산광역시 동구 방어진순환도로 909 (서부동),052-251-3700,0,1979-02-02,동구,치과의원
제니스치과의원,"울산광역시 북구 화산로 101, 3층 304~305호 (송정동)",052-923-2875,0,2023-08-01,북구,치과의원
유재석치과의원,"울산광역시 중구 옥골샘7길 1, 2층 (옥교동)",052-242-3315,0,1978-12-22,중구,치과의원
아르떼치과의원,"울산광역시 남구 화합로194번길 12-1, 3층 (삼산동)",052-246-1556,0,2010-04-23,남구,치과의원
하모니치과의원,울산광역시 동구 방어진순환도로 911-1 (서부동),052-234-0980,0,2003-10-06,동구,치과의원
더플러스치과의원,"울산광역시 남구 수암로128번길 7, 나동 2층 (야음동, 그린레포츠)",052-267-7528,0,2015-08-12,남구,치과의원
울산스마트치과의원,"울산광역시 중구 곽남길 6, 2층 (남외동)",052-965-2875,0,2023-04-19,중구,치과의원
서울락치과의원,"울산광역시 남구 삼산로 274, 4층 402호 (삼산동)",052-287-2828,0,2016-01-08,남구,치과의원
타임치과의원,"울산광역시 남구 돋질로302번길 27, 4층 (삼산동)",052-266-4674,0,2018-12-05,남구,치과의원
울산쥬니어치과의원,"울산광역시 동구 방어진순환도로 652, B동 2층 203~5호 (일산동)",052-252-7528,0,2010-04-09,동구,치과의원
아리아치과의원,"울산광역시 울주군 온산읍 덕망로 7-2, 4층",052-238-2870,0,2015-07-16,울주군,치과의원
언양탑치과의원,"울산광역시 울주군 언양읍 헌양길 78, 2층",052-254-2879,0,2011-08-16,울주군,치과의원
황태경치과의원,"울산광역시 동구 방어진순환도로 793, 1층 (전하동)",052-234-3140,0,2001-05-02,동구,치과의원
연세크리스탈치과의원,울산광역시 동구 방어진순환도로 645 (일산동),052-710-3100,0,2013-05-16,동구,치과의원
송정봄소아치과의원,"울산광역시 북구 화산로 115, 705~707호 (송정동)",052-707-0028,0,2023-11-14,북구,치과의원
미소원치과의원,"울산광역시 남구 화합로 150, 2,3층 (삼산동)",1899-7518,1,2005-09-29,남구,치과의원
센트럴치과의원,"울산광역시 남구 문수로 377, 대공원센트럴하임더시티 3층 301호 (옥동)",052-931-2000,0,2018-12-06,남구,치과의원
화이트e치과의원,"울산광역시 남구 삼산중로 36, 4층 (삼산동)",052-256-7552,0,2010-04-23,남구,치과의원
선재한의원,울산광역시 중구 명륜로 26 (우정동),052-243-4433,0,1984-09-14,중구,한의원
약손한의원,"울산광역시 북구 호계2길 7, 2층 202호 (호계동)",052-296-1075,0,2017-01-23,북구,한의원
든든 한의원,"울산광역시 중구 곽남길 18, 2층 (남외동)",052-293-7094,0,2019-07-25,중구,한의원
현대한의원,"울산광역시 중구 난곡로 8, 1층 (태화동)",052-249-7146,0,1999-09-02,중구,한의원
옥천당한의원,울산광역시 울주군 상북면 소호로 95,052-264-1075,0,2009-06-30,울주군,한의원
올바른한의원,"울산광역시 남구 수암로 118-3, 3층 (신정동)",052-274-2233,0,2021-09-13,남구,한의원
혜중한의원,"울산광역시 북구 화산로 22, 2층(화봉동)",052-286-7575,0,2010-04-01,북구,한의원
기맥한의원,울산광역시 중구 화합로 428 (반구동),052-281-2501,0,2008-06-11,중구,한의원
동보 한의원,울산광역시 중구 학산로 30 (학성동),052-297-3736,0,1986-10-27,중구,한의원
백제한의원,울산광역시 동구 동해안로 32 (동부동),052-234-9690,0,1995-11-30,동구,한의원
자성한의원,울산광역시 울주군 온산읍 덕남로 19,052-238-1275,0,1991-10-08,울주군,한의원
진한의원,"울산광역시 중구 곽남길 3, 2층 (약사동)",052-291-1275,0,2006-07-31,중구,한의원
민들레한의원,울산광역시 북구 천곡길 131 (천곡동),052-288-8275,0,2001-05-10,북구,한의원
구광한의원,"울산광역시 울주군 범서읍 모두박길 5, 1층",052-227-9095,0,2007-07-12,울주군,한의원
원한의원,"울산광역시 울주군 언양읍 동문길 58, 2층",052-264-7900,0,2011-04-21,울주군,한의원
장수한의원,울산광역시 중구 염포로 9 (반구동),052-293-0341,0,1983-03-17,중구,한의원
금강한의원,울산광역시 동구 꽃바위로 256 (방어동),052-201-1005,0,1989-03-14,동구,한의원
현대한의원,울산광역시 동구 방어진순환도로 911-1 (서부동),052-236-9393,0,2001-11-12,동구,한의원
자강365한의원,"울산광역시 동구 대학길 38, 2층 (화정동)",052-977-5353,0,2017-04-18,동구,한의원
제민한의원,울산광역시 동구 동해안로 27 (동부동),052-235-5399,0,1993-06-04,동구,한의원
조인트한의원,"울산광역시 남구 수암로 113, 5층 (신정동)",052-258-7596,0,2011-04-04,남구,한의원
심한의원,"울산광역시 중구 번영로 585, 2층 (남외동)",052-282-1075,0,2010-03-31,중구,한의원
몸맑은한의원,"울산광역시 북구 화봉로 73, 201호 (화봉동, 새한빌딩)",052-287-7154,0,2009-12-07,북구,한의원
이솔한의원,"울산광역시 남구 동산로 70, 2층 (신정동)",052-710-3370,0,2014-05-20,남구,한의원
학교법인제한학원현대한의원,"울산광역시 북구 염포로 700 (양정동, 현대자동차 A동 4)",052-289-8534,0,2014-05-30,북구,한의원
수암한의원,울산광역시 남구 삼호로 109 (무거동),052-277-1727,0,1999-07-13,남구,한의원
신통한의원,울산광역시 동구 진성14길 128 (전하동),052-236-8286,0,2007-05-02,동구,한의원
미드림한의원,"울산광역시 남구 문수로369번길 65, 3층 (신정동, 한신빌딩)",052-227-3475,0,2009-10-15,남구,한의원
나을한의원,"울산광역시 북구 신답로 48, 307호 (상안동, 프리지아상가)",052-285-1075,0,2003-08-26,북구,한의원
세창한의원,"울산광역시 남구 번영로144번길 17, 1층 (달동)",052-260-8875,0,2004-05-18,남구,한의원
아름다운한의원,"울산광역시 남구 문수로 348, 1층 (옥동)",052-256-2992,0,2008-03-05,남구,한의원
키즈쉬즈한의원,울산광역시 동구 방어진순환도로 915 (서부동),052-233-0075,0,2001-06-14,동구,한의원
경희힘찬한의원,울산광역시 남구 문수로 406 (신정동),052-275-7771,0,1990-02-02,남구,한의원
해듦한의원,"울산광역시 중구 종가로 310, M빌딩 4층 404호 (우정동)",052-211-9714,0,2023-03-14,중구,한의원
이정기한의원,"울산광역시 동구 대학길 49, 2층 (화정동)",052-232-1075,0,2007-03-30,동구,한의원
유명한의원,울산광역시 동구 방어진순환도로 1131 (서부동),052-251-1075,0,2005-09-05,동구,한의원
약손한의원,울산광역시 중구 평동길 1 (유곡동),052-282-8575,0,2017-01-04,중구,한의원
천수제세한의원,울산광역시 북구 염포로 647 (염포동),052-287-9602,0,1988-05-25,북구,한의원
백산한의원,"울산광역시 남구 수암로 230, 5층 (야음동)",052-260-2240,0,1992-11-09,남구,한의원
천수한의원,울산광역시 울주군 범서읍 천상중앙길 70 (2동 202호),052-211-9595,0,1998-05-14,울주군,한의원
온산한의원,울산광역시 울주군 온산읍 덕신로 283,052-238-7582,0,2006-11-10,울주군,한의원
하나한의원,울산광역시 남구 봉월로 12 (신정동),052-275-1101,0,2002-11-07,남구,한의원
명인한의원,"울산광역시 울주군 온양읍 보곡2길 24, 1층",052-238-1020,0,2018-04-17,울주군,한의원
경희한의원,울산광역시 동구 동해안로 39 (동부동),052-234-5955,0,2013-08-01,동구,한의원
진하한의원,울산광역시 울주군 서생면 진하길 13,052-238-7578,0,2007-04-10,울주군,한의원
좋은한의원,"울산광역시 중구 유곡로 16, 109호 (우정동)",052-261-6795,0,2009-11-16,중구,한의원
이덕기한의원,"울산광역시 남구 신복로 12-1, 2층 (무거동)",052-275-6969,0,2002-06-17,남구,한의원
